ID_Cliente,Nome,Idade,Data_Cadastro,Localizacao,Genero
468,Rafael Lima,89,2023-05-05,Açores,Masculino
469,Otávio Rodrigues,68,2023-09-02,Açores,Masculino
470,Leonardo Silva,79,2024-09-03,Braga,Feminino
471,Carlos Santos,36,2023-12-29,Braga,Feminino
472,Otávio Pereira,84,2023-08-13,Évora,Feminino
473,Daniela Nascimento,75,2024-01-28,Porto,Feminino
474,Bruno Santos,20,2024-01-03,Porto,Masculino
475,Helena Lima,40,2023-06-03,Coimbra,Feminino
476,Sara Almeida,77,2024-04-26,Setúbal,Masculino
477,Fernanda Almeida,68,2024-11-20,Açores,Masculino
478,Otávio Ferreira,72,2023-11-17,Lisboa,Masculino
479,Gabriel Costa,26,2023-05-08,Porto,Masculino
480,Leonardo Rodrigues,43,2023-09-08,Porto,Feminino
481,Patrícia Lima,58,2023-04-18,Setúbal,Feminino
482,Thiago Santos,62,2023-12-25,Leiria,Masculino
483,Juliana Ferreira,28,2023-01-31,Coimbra,Feminino
484,Daniela Pereira,57,2024-08-22,Coimbra,Feminino
485,Eduardo Lima,67,2023-10-18,Açores,Masculino
486,Thiago Almeida,72,2024-06-12,Leiria,Masculino
487,Sara Oliveira,80,2024-02-28,Coimbra,Masculino
488,Katia Nascimento,24,2023-12-18,Lisboa,Feminino
489,Eduardo Pereira,67,2023-05-24,Madeira,Feminino
490,Natália Nascimento,71,2022-12-23,Leiria,Feminino
491,Fernanda Santos,90,2024-11-18,Faro,Feminino
492,Bruno Costa,46,2023-06-18,Braga,Masculino
493,Otávio Ferreira,81,2023-06-06,Madeira,Masculino
494,Thiago Santos,52,2023-06-12,Évora,Masculino
495,Otávio Lima,45,2023-10-11,Porto,Masculino
496,Juliana Silva,75,2024-03-25,Évora,Masculino
497,Otávio Santos,48,2024-05-19,Açores,Feminino
498,Vanessa Almeida,39,2023-03-30,Coimbra,Masculino
499,Gabriel Silva,90,2023-12-26,Madeira,Feminino
500,Vanessa Lima,39,2024-01-23,Braga,Feminino
501,Thiago Costa,83,2023-01-24,Porto,Masculino
502,Natália Silva,53,2023-02-17,Coimbra,Masculino
503,Helena Oliveira,59,2024-04-10,Setúbal,Feminino
504,Eduardo Ferreira,52,2023-03-18,Setúbal,Feminino
505,Otávio Santos,29,2023-11-03,Madeira,Feminino
506,Leonardo Nascimento,80,2024-01-19,Açores,Masculino
507,Carlos Nascimento,63,2024-10-16,Madeira,Feminino
508,Gabriel Almeida,45,2023-08-01,Braga,Feminino
509,Juliana Rodrigues,88,2023-05-08,Coimbra,Feminino
510,Katia Silva,23,2024-09-09,Leiria,Masculino
511,Daniela Oliveira,74,2023-09-09,Lisboa,Feminino
512,Gabriel Oliveira,56,2024-07-10,Braga,Masculino
513,Leonardo Costa,28,2023-12-05,Coimbra,Masculino
514,Mariana Costa,47,2023-10-07,Porto,Masculino
515,Ana Pereira,79,2024-10-01,Coimbra,Masculino
516,Rafael Nascimento,19,2024-12-11,Évora,Masculino
517,Natália Oliveira,79,2024-10-08,Faro,Feminino
518,Carlos Santos,31,2024-02-03,Évora,Feminino
519,Eduardo Almeida,35,2023-03-04,Coimbra,Masculino
520,Rafael Ferreira,19,2023-04-05,Coimbra,Feminino
521,Leonardo Pereira,37,2023-10-25,Açores,Feminino
522,Gabriel Santos,30,2024-07-29,Porto,Feminino
523,Leonardo Almeida,58,2024-07-29,Faro,Feminino
524,Carlos Pereira,88,2023-04-14,Açores,Feminino
525,Ana Costa,44,2023-07-08,Açores,Masculino
526,Mariana Costa,24,2024-04-18,Leiria,Feminino
527,Daniela Pereira,81,2023-03-07,Açores,Masculino
528,Rafael Silva,64,2024-01-30,Coimbra,Feminino
529,Thiago Almeida,64,2023-06-09,Coimbra,Feminino
530,Carlos Silva,26,2024-12-05,Braga,Masculino
531,Bruno Silva,68,2023-07-20,Braga,Feminino
532,Natália Almeida,28,2023-03-05,Madeira,Masculino
533,Igor Santos,57,2024-09-30,Madeira,Masculino
534,Eduardo Lima,59,2023-11-15,Açores,Masculino
535,Juliana Almeida,48,2024-10-21,Faro,Masculino
536,Natália Santos,76,2023-04-03,Açores,Masculino
537,Juliana Oliveira,33,2024-12-07,Coimbra,Masculino
538,Fernanda Nascimento,62,2023-07-03,Madeira,Feminino
539,Fernanda Rodrigues,34,2024-03-19,Porto,Masculino
540,Katia Almeida,52,2023-07-02,Porto,Feminino
541,Thiago Santos,81,2023-09-10,Madeira,Feminino
542,Bruno Nascimento,90,2024-07-02,Évora,Masculino
543,Igor Santos,32,2024-04-30,Madeira,Masculino
544,Bruno Silva,49,2024-11-02,Leiria,Feminino
545,Mariana Oliveira,40,2024-11-13,Madeira,Feminino
546,Helena Rodrigues,49,2023-10-20,Évora,Feminino
547,Carlos Ferreira,65,2024-08-19,Madeira,Masculino
548,Fernanda Pereira,84,2024-11-02,Setúbal,Masculino
549,Otávio Costa,57,2024-01-19,Porto,Feminino
550,Ana Rodrigues,43,2024-02-25,Açores,Feminino
551,Vanessa Pereira,77,2023-12-08,Açores,Feminino
552,Gabriel Lima,49,2024-07-18,Lisboa,Feminino
553,Ana Pereira,87,2023-12-31,Lisboa,Feminino
554,Ana Almeida,57,2024-09-04,Faro,Masculino
555,Natália Nascimento,25,2024-07-27,Braga,Masculino
556,Bruno Pereira,84,2023-10-24,Évora,Feminino
557,Carlos Ferreira,30,2023-07-21,Coimbra,Feminino
558,Carlos Ferreira,90,2024-10-17,Setúbal,Masculino
559,Helena Costa,51,2024-02-01,Setúbal,Feminino
560,Katia Nascimento,52,2024-04-24,Porto,Masculino
561,Eduardo Ferreira,31,2024-07-13,Porto,Masculino
562,Otávio Nascimento,58,2023-10-30,Porto,Feminino
563,Gabriel Nascimento,57,2023-09-02,Braga,Masculino
564,Carlos Oliveira,56,2022-12-29,Açores,Masculino
565,Gabriel Rodrigues,36,2024-09-17,Faro,Feminino
566,Mariana Lima,24,2023-01-26,Braga,Feminino
567,Fernanda Silva,69,2023-09-13,Madeira,Masculino
568,Daniela Nascimento,31,2024-07-29,Porto,Masculino
569,Bruno Pereira,34,2024-05-31,Setúbal,Feminino
570,Carlos Ferreira,51,2024-10-04,Lisboa,Masculino
571,Gabriel Nascimento,34,2024-09-16,Évora,Masculino
572,Bruno Nascimento,24,2024-06-30,Açores,Feminino
573,Mariana Nascimento,21,2023-11-24,Setúbal,Masculino
574,Leonardo Pereira,41,2024-03-13,Braga,Feminino
575,Eduardo Silva,49,2023-02-26,Braga,Feminino
576,Natália Lima,79,2024-10-18,Porto,Feminino
577,Mariana Oliveira,71,2024-05-29,Madeira,Masculino
578,Sara Silva,66,2022-12-20,Évora,Feminino
579,Sara Nascimento,62,2023-05-20,Madeira,Feminino
580,Mariana Costa,41,2024-11-23,Évora,Masculino
581,Ana Costa,25,2023-08-24,Madeira,Feminino
582,Thiago Pereira,38,2024-09-08,Faro,Masculino
583,Igor Lima,25,2024-05-09,Açores,Feminino
584,Leonardo Oliveira,40,2024-04-21,Açores,Feminino
585,Leonardo Ferreira,21,2022-12-30,Évora,Masculino
586,Thiago Pereira,81,2023-06-13,Braga,Masculino
587,Patrícia Silva,29,2024-10-23,Faro,Masculino
588,Ana Lima,79,2024-12-19,Évora,Masculino
589,Eduardo Rodrigues,40,2024-01-23,Lisboa,Masculino
590,Eduardo Ferreira,36,2024-08-28,Madeira,Feminino
591,Carlos Rodrigues,68,2023-04-29,Porto,Feminino
592,Juliana Rodrigues,35,2024-07-11,Setúbal,Feminino
593,Katia Oliveira,89,2023-01-09,Açores,Feminino
594,Helena Ferreira,40,2023-11-28,Braga,Feminino
595,Eduardo Oliveira,18,2023-01-01,Açores,Feminino
596,Thiago Silva,41,2023-04-13,Évora,Masculino
597,Thiago Santos,81,2024-07-28,Évora,Masculino
598,Helena Rodrigues,58,2024-07-01,Porto,Feminino
599,Otávio Silva,51,2024-05-19,Faro,Masculino
600,Leonardo Costa,31,2024-12-18,Lisboa,Feminino
601,Otávio Almeida,39,2023-10-23,Leiria,Feminino
602,Leonardo Lima,66,2024-09-07,Leiria,Masculino
603,Fernanda Nascimento,27,2024-11-15,Braga,Masculino
604,Katia Costa,31,2024-10-05,Évora,Masculino
605,Mariana Oliveira,27,2023-06-08,Porto,Feminino
606,Vanessa Ferreira,79,2022-12-29,Lisboa,Feminino
607,Fernanda Ferreira,73,2024-07-12,Lisboa,Masculino
608,Katia Pereira,42,2023-10-27,Madeira,Feminino
609,Juliana Costa,48,2024-09-12,Lisboa,Feminino
610,Thiago Lima,80,2024-07-15,Lisboa,Feminino
611,Ana Almeida,29,2024-02-22,Açores,Feminino
612,Gabriel Santos,21,2024-05-22,Coimbra,Feminino
613,Carlos Nascimento,32,2024-02-08,Setúbal,Feminino
614,Patrícia Costa,29,2023-03-03,Madeira,Feminino
615,Fernanda Rodrigues,66,2023-12-07,Coimbra,Feminino
616,Bruno Costa,74,2023-08-31,Braga,Masculino
617,Igor Ferreira,25,2024-07-18,Porto,Masculino
618,Leonardo Lima,70,2023-04-26,Faro,Masculino
619,Mariana Lima,71,2023-06-20,Leiria,Masculino
620,Patrícia Costa,28,2023-11-11,Lisboa,Masculino
621,Daniela Nascimento,40,2024-07-01,Faro,Masculino
622,Eduardo Silva,72,2024-09-30,Setúbal,Masculino
623,Eduardo Ferreira,51,2024-01-27,Porto,Masculino
624,Mariana Lima,68,2023-06-03,Évora,Feminino
625,Rafael Nascimento,19,2023-01-02,Açores,Feminino
626,Daniela Almeida,37,2024-07-21,Açores,Masculino
627,Daniela Ferreira,30,2024-03-02,Madeira,Feminino
628,Natália Costa,67,2023-02-18,Leiria,Feminino
629,Bruno Oliveira,53,2023-11-03,Coimbra,Feminino
630,Bruno Almeida,60,2023-01-12,Faro,Masculino
631,Patrícia Costa,65,2024-11-29,Évora,Feminino
632,Juliana Costa,80,2023-01-07,Porto,Masculino
633,Eduardo Costa,74,2024-01-26,Braga,Feminino
634,Vanessa Santos,42,2023-09-24,Faro,Feminino
635,Patrícia Lima,65,2024-10-23,Madeira,Masculino
636,Carlos Costa,82,2023-11-02,Coimbra,Masculino
637,Fernanda Pereira,43,2024-10-21,Faro,Masculino
638,Otávio Silva,64,2022-12-29,Faro,Feminino
639,Leonardo Nascimento,82,2023-11-09,Porto,Masculino
640,Helena Rodrigues,80,2023-04-21,Leiria,Masculino
641,Patrícia Ferreira,88,2023-12-27,Évora,Masculino
642,Igor Santos,54,2024-11-21,Setúbal,Masculino
643,Fernanda Ferreira,45,2024-05-07,Faro,Masculino
644,Igor Almeida,83,2024-11-29,Lisboa,Feminino
645,Eduardo Oliveira,19,2024-05-04,Braga,Feminino
646,Igor Almeida,66,2023-12-28,Leiria,Feminino
647,Gabriel Nascimento,56,2023-01-26,Madeira,Feminino
648,Thiago Santos,18,2023-07-15,Évora,Feminino
649,Juliana Santos,79,2024-10-15,Évora,Feminino
650,Katia Costa,51,2023-02-17,Braga,Masculino
651,Eduardo Lima,48,2024-10-22,Açores,Feminino
652,Katia Oliveira,21,2023-02-17,Leiria,Feminino
653,Igor Almeida,69,2023-11-18,Lisboa,Masculino
654,Katia Pereira,86,2023-03-07,Leiria,Feminino
655,Rafael Costa,39,2023-02-15,Madeira,Masculino
656,Juliana Santos,78,2024-08-10,Braga,Masculino
657,Katia Santos,46,2023-12-22,Faro,Feminino
658,Natália Rodrigues,65,2024-03-28,Açores,Feminino
659,Otávio Santos,78,2024-10-26,Açores,Masculino
660,Patrícia Pereira,82,2024-08-19,Setúbal,Feminino
661,Natália Silva,37,2024-08-01,Faro,Feminino
662,Natália Ferreira,76,2024-07-26,Évora,Masculino
663,Carlos Nascimento,60,2023-03-14,Coimbra,Feminino
664,Bruno Silva,75,2024-03-14,Faro,Masculino
665,Thiago Oliveira,80,2024-09-20,Coimbra,Feminino
666,Natália Almeida,72,2023-08-19,Setúbal,Masculino
667,Bruno Lima,43,2023-12-03,Lisboa,Feminino
668,Rafael Pereira,20,2023-01-27,Lisboa,Masculino
669,Helena Rodrigues,57,2024-08-09,Porto,Feminino
670,Rafael Ferreira,57,2024-07-01,Porto,Masculino
671,Juliana Costa,76,2023-07-06,Açores,Feminino
672,Natália Oliveira,61,2023-08-06,Évora,Masculino
673,Fernanda Almeida,20,2024-04-30,Faro,Masculino
674,Gabriel Silva,82,2024-06-29,Porto,Feminino
675,Bruno Almeida,50,2023-06-21,Açores,Masculino
676,Vanessa Silva,31,2023-02-19,Lisboa,Masculino
677,Daniela Almeida,74,2023-11-26,Porto,Feminino
678,Patrícia Oliveira,44,2023-01-08,Lisboa,Feminino
679,Natália Santos,84,2024-03-18,Açores,Masculino
680,Natália Santos,83,2023-03-28,Porto,Feminino
681,Daniela Santos,81,2024-05-30,Açores,Masculino
682,Igor Lima,43,2023-12-19,Setúbal,Feminino
683,Fernanda Silva,88,2023-07-30,Faro,Feminino
684,Katia Pereira,18,2024-12-06,Porto,Masculino
685,Thiago Nascimento,37,2024-09-18,Madeira,Masculino
686,Daniela Costa,47,2023-09-09,Braga,Feminino
687,Otávio Silva,30,2024-06-24,Lisboa,Feminino
688,Leonardo Rodrigues,72,2024-08-23,Porto,Masculino
689,Ana Oliveira,39,2024-01-18,Évora,Feminino
690,Vanessa Costa,29,2023-12-04,Évora,Masculino
691,Daniela Almeida,69,2023-09-09,Braga,Feminino
692,Patrícia Almeida,39,2024-08-26,Coimbra,Masculino
693,Fernanda Santos,71,2023-04-25,Leiria,Feminino
694,Fernanda Ferreira,66,2023-12-18,Açores,Masculino
695,Eduardo Nascimento,80,2024-08-26,Setúbal,Feminino
696,Bruno Santos,51,2023-02-18,Évora,Masculino
697,Rafael Ferreira,90,2024-05-04,Évora,Masculino
698,Natália Pereira,79,2023-12-31,Setúbal,Masculino
699,Sara Ferreira,24,2024-12-08,Coimbra,Feminino
700,Patrícia Oliveira,27,2023-08-04,Évora,Masculino
701,Katia Costa,24,2023-07-19,Faro,Feminino
702,Mariana Pereira,28,2023-09-06,Leiria,Feminino
703,Carlos Nascimento,75,2024-01-31,Porto,Feminino
704,Ana Santos,69,2023-10-24,Lisboa,Masculino
705,Carlos Ferreira,56,2023-07-18,Madeira,Masculino
706,Otávio Rodrigues,64,2024-10-25,Faro,Feminino
707,Katia Lima,78,2023-02-16,Évora,Feminino
708,Daniela Santos,46,2024-12-17,Évora,Feminino
709,Juliana Lima,84,2023-12-03,Porto,Masculino
710,Fernanda Nascimento,35,2023-10-27,Porto,Feminino
711,Vanessa Pereira,42,2024-08-18,Setúbal,Masculino
712,Otávio Pereira,61,2024-08-31,Setúbal,Masculino
713,Thiago Santos,75,2023-09-08,Açores,Masculino
714,Patrícia Silva,85,2024-10-31,Madeira,Feminino
715,Thiago Nascimento,83,2024-06-21,Açores,Masculino
716,Eduardo Santos,67,2023-02-15,Açores,Feminino
717,Rafael Almeida,71,2023-04-06,Faro,Feminino
718,Mariana Rodrigues,55,2023-09-13,Coimbra,Masculino
719,Natália Ferreira,83,2024-02-17,Madeira,Feminino
720,Sara Pereira,43,2024-05-19,Açores,Feminino
721,Leonardo Oliveira,40,2023-07-23,Madeira,Feminino
722,Daniela Rodrigues,89,2023-08-16,Açores,Feminino
723,Sara Costa,72,2024-12-06,Madeira,Masculino
724,Ana Almeida,36,2024-10-26,Lisboa,Masculino
725,Igor Oliveira,54,2023-01-20,Braga,Masculino
726,Bruno Costa,44,2023-06-14,Lisboa,Feminino
727,Otávio Santos,89,2024-05-04,Madeira,Feminino
728,Helena Lima,54,2023-01-10,Lisboa,Feminino
729,Mariana Almeida,58,2023-06-03,Lisboa,Masculino
730,Igor Pereira,74,2024-05-03,Évora,Masculino
731,Gabriel Costa,75,2024-06-21,Porto,Masculino
732,Fernanda Lima,33,2023-11-29,Lisboa,Feminino
733,Igor Lima,51,2024-08-08,Coimbra,Feminino
734,Ana Rodrigues,77,2022-12-24,Coimbra,Masculino
735,Eduardo Rodrigues,24,2023-03-20,Açores,Feminino
736,Patrícia Ferreira,88,2023-12-19,Porto,Feminino
737,Rafael Pereira,41,2023-07-05,Porto,Masculino
738,Natália Lima,86,2023-11-02,Porto,Feminino
739,Helena Pereira,60,2024-01-15,Évora,Feminino
740,Gabriel Ferreira,85,2023-08-21,Madeira,Masculino
741,Daniela Rodrigues,75,2024-04-17,Açores,Masculino
742,Bruno Rodrigues,66,2024-08-25,Setúbal,Feminino
743,Sara Costa,21,2023-07-09,Évora,Feminino
744,Patrícia Silva,55,2023-02-21,Faro,Feminino
745,Rafael Santos,30,2024-07-01,Madeira,Masculino
746,Carlos Pereira,45,2023-01-18,Setúbal,Masculino
747,Gabriel Lima,73,2023-02-26,Porto,Masculino
748,Ana Nascimento,60,2024-11-11,Porto,Masculino
749,Bruno Oliveira,50,2023-05-28,Porto,Masculino
750,Igor Almeida,67,2023-09-15,Setúbal,Feminino
751,Katia Silva,67,2023-01-30,Porto,Masculino
752,Vanessa Santos,23,2023-01-02,Porto,Feminino
753,Rafael Santos,55,2023-01-17,Braga,Masculino
754,Juliana Nascimento,66,2023-11-11,Lisboa,Feminino
755,Fernanda Lima,46,2024-08-02,Setúbal,Feminino
756,Eduardo Costa,65,2024-12-08,Madeira,Masculino
757,Daniela Silva,18,2023-05-13,Açores,Feminino
758,Sara Lima,28,2024-02-11,Faro,Feminino
759,Gabriel Almeida,83,2024-07-27,Coimbra,Masculino
760,Helena Ferreira,50,2024-06-04,Porto,Masculino
761,Thiago Silva,88,2023-09-04,Madeira,Masculino
762,Juliana Santos,50,2024-09-10,Faro,Feminino
763,Katia Rodrigues,34,2023-02-01,Faro,Masculino
764,Juliana Ferreira,26,2024-06-04,Évora,Feminino
765,Otávio Rodrigues,57,2023-01-09,Açores,Masculino
766,Thiago Ferreira,64,2024-01-31,Setúbal,Masculino
767,Ana Rodrigues,49,2024-05-07,Setúbal,Feminino
768,Leonardo Oliveira,60,2023-08-16,Leiria,Feminino
769,Leonardo Costa,80,2023-06-04,Porto,Masculino
770,Vanessa Santos,53,2024-07-29,Madeira,Masculino
771,Igor Santos,27,2024-11-30,Madeira,Masculino
772,Thiago Ferreira,69,2023-04-25,Faro,Masculino
773,Sara Costa,87,2023-06-16,Leiria,Masculino
774,Leonardo Almeida,46,2023-04-26,Braga,Masculino
775,Otávio Lima,83,2024-09-18,Setúbal,Feminino
776,Rafael Silva,48,2023-04-01,Coimbra,Masculino
777,Otávio Oliveira,40,2023-05-20,Açores,Masculino
778,Patrícia Rodrigues,23,2024-05-09,Leiria,Masculino
779,Carlos Costa,65,2024-04-24,Lisboa,Masculino
780,Rafael Rodrigues,67,2023-08-27,Leiria,Masculino
781,Bruno Rodrigues,31,2022-12-30,Madeira,Feminino
782,Igor Ferreira,87,2023-05-16,Coimbra,Feminino
783,Mariana Rodrigues,27,2023-07-09,Braga,Feminino
784,Helena Lima,69,2023-12-24,Évora,Feminino
785,Patrícia Ferreira,18,2023-07-25,Coimbra,Feminino
786,Fernanda Pereira,27,2023-07-12,Braga,Masculino
787,Eduardo Oliveira,38,2023-12-15,Açores,Masculino
788,Helena Almeida,60,2024-08-25,Leiria,Feminino
789,Patrícia Pereira,38,2023-02-26,Setúbal,Masculino
790,Helena Silva,34,2023-05-12,Açores,Masculino
791,Eduardo Lima,23,2023-05-13,Coimbra,Masculino
792,Fernanda Costa,41,2023-07-09,Setúbal,Masculino
793,Juliana Santos,45,2023-09-17,Açores,Feminino
794,Patrícia Oliveira,46,2023-10-26,Açores,Masculino
795,Thiago Oliveira,83,2024-03-24,Coimbra,Feminino
796,Otávio Ferreira,26,2024-04-28,Setúbal,Feminino
797,Eduardo Santos,20,2024-05-26,Madeira,Feminino
798,Eduardo Ferreira,30,2024-06-21,Leiria,Masculino
799,Sara Lima,33,2024-09-15,Leiria,Masculino
800,Vanessa Lima,18,2023-01-25,Setúbal,Feminino
801,Leonardo Silva,85,2023-10-07,Faro,Feminino
802,Mariana Rodrigues,30,2023-10-11,Coimbra,Feminino
803,Patrícia Pereira,28,2024-03-04,Açores,Feminino
804,Igor Pereira,18,2022-12-24,Lisboa,Masculino
805,Rafael Silva,66,2023-02-18,Faro,Feminino
806,Natália Rodrigues,31,2024-07-14,Setúbal,Feminino
807,Igor Lima,72,2023-05-21,Évora,Feminino
808,Mariana Pereira,70,2023-06-03,Madeira,Feminino
809,Fernanda Rodrigues,89,2023-05-31,Leiria,Feminino
810,Juliana Ferreira,62,2022-12-28,Setúbal,Masculino
811,Daniela Pereira,75,2023-01-03,Coimbra,Masculino
812,Gabriel Lima,69,2024-01-08,Madeira,Masculino
813,Fernanda Almeida,18,2024-09-17,Coimbra,Feminino
814,Vanessa Almeida,29,2024-10-15,Braga,Masculino
815,Leonardo Santos,22,2023-11-22,Setúbal,Feminino
816,Vanessa Silva,40,2023-03-05,Leiria,Feminino
817,Ana Pereira,84,2024-03-02,Faro,Masculino
818,Vanessa Lima,84,2023-01-04,Faro,Masculino
819,Bruno Rodrigues,48,2023-02-18,Lisboa,Masculino
820,Carlos Costa,69,2023-12-24,Setúbal,Feminino
821,Thiago Pereira,84,2024-12-04,Porto,Masculino
822,Sara Costa,89,2023-05-03,Évora,Feminino
823,Igor Pereira,42,2023-09-11,Setúbal,Masculino
824,Igor Oliveira,70,2023-07-20,Porto,Masculino
825,Rafael Costa,61,2024-08-22,Madeira,Feminino
826,Sara Ferreira,50,2023-01-09,Leiria,Feminino
827,Thiago Nascimento,49,2024-01-07,Leiria,Feminino
828,Thiago Silva,79,2024-08-22,Braga,Masculino
829,Mariana Pereira,47,2024-01-31,Setúbal,Feminino
830,Rafael Lima,19,2023-01-02,Braga,Masculino
831,Juliana Santos,69,2023-01-30,Évora,Masculino
832,Sara Oliveira,78,2024-02-02,Évora,Masculino
833,Thiago Costa,41,2023-01-20,Faro,Feminino
834,Gabriel Pereira,48,2024-03-23,Faro,Masculino
835,Gabriel Pereira,63,2024-07-13,Porto,Masculino
836,Carlos Nascimento,18,2023-06-14,Lisboa,Feminino
837,Leonardo Ferreira,58,2023-08-03,Açores,Feminino
838,Patrícia Oliveira,83,2024-03-08,Setúbal,Masculino
839,Thiago Oliveira,24,2023-06-30,Setúbal,Feminino
840,Sara Silva,82,2023-12-30,Setúbal,Masculino
841,Otávio Santos,84,2023-09-05,Évora,Masculino
842,Ana Pereira,66,2023-05-05,Porto,Feminino
843,Leonardo Ferreira,51,2024-06-11,Madeira,Feminino
844,Helena Costa,78,2023-04-02,Évora,Feminino
845,Fernanda Nascimento,72,2024-05-18,Setúbal,Feminino
846,Leonardo Almeida,53,2023-09-15,Coimbra,Masculino
847,Thiago Pereira,30,2024-03-18,Faro,Feminino
848,Mariana Pereira,36,2024-07-19,Leiria,Masculino
849,Fernanda Almeida,81,2024-08-04,Madeira,Feminino
850,Patrícia Costa,50,2023-05-24,Açores,Masculino
851,Mariana Santos,38,2024-10-19,Faro,Feminino
852,Patrícia Santos,75,2024-01-12,Braga,Feminino
853,Leonardo Lima,89,2024-03-31,Évora,Masculino
854,Natália Santos,62,2023-01-24,Açores,Masculino
855,Thiago Ferreira,86,2024-06-24,Braga,Feminino
856,Katia Lima,80,2023-09-19,Porto,Feminino
857,Vanessa Costa,77,2023-03-14,Coimbra,Masculino
858,Katia Almeida,69,2024-10-07,Porto,Masculino
859,Katia Pereira,58,2024-01-30,Braga,Feminino
860,Vanessa Almeida,52,2023-09-21,Évora,Feminino
861,Natália Oliveira,41,2024-11-26,Coimbra,Masculino
862,Igor Santos,44,2024-07-02,Setúbal,Masculino
863,Daniela Santos,78,2023-06-07,Lisboa,Masculino
864,Mariana Lima,28,2024-09-04,Braga,Masculino
865,Carlos Almeida,57,2024-04-29,Faro,Feminino
866,Otávio Oliveira,34,2023-06-29,Coimbra,Masculino
867,Bruno Rodrigues,59,2023-08-20,Leiria,Feminino
868,Sara Nascimento,35,2023-01-05,Madeira,Masculino
869,Thiago Ferreira,76,2023-03-14,Açores,Feminino
870,Rafael Lima,57,2023-12-30,Leiria,Masculino
871,Carlos Nascimento,57,2023-12-11,Setúbal,Feminino
872,Eduardo Costa,19,2024-12-19,Madeira,Masculino
873,Leonardo Costa,78,2023-06-21,Lisboa,Feminino
874,Patrícia Costa,19,2023-10-06,Braga,Masculino
875,Ana Lima,65,2024-06-09,Setúbal,Feminino
876,Mariana Pereira,38,2023-02-27,Setúbal,Feminino
877,Helena Costa,28,2023-10-14,Faro,Feminino
878,Juliana Lima,52,2023-10-24,Faro,Masculino
879,Fernanda Oliveira,55,2024-08-28,Leiria,Feminino
880,Igor Ferreira,80,2024-06-10,Évora,Masculino
881,Eduardo Silva,86,2024-11-27,Coimbra,Masculino
882,Juliana Costa,34,2023-09-28,Lisboa,Masculino
883,Carlos Oliveira,19,2023-08-02,Faro,Feminino
884,Natália Costa,81,2023-12-05,Leiria,Masculino
885,Katia Santos,36,2024-10-23,Braga,Feminino
886,Carlos Lima,78,2024-06-17,Faro,Feminino
887,Mariana Silva,33,2024-04-09,Setúbal,Feminino
888,Helena Silva,43,2023-09-05,Porto,Masculino
889,Patrícia Almeida,57,2024-01-24,Coimbra,Masculino
890,Sara Lima,33,2024-04-04,Leiria,Feminino
891,Gabriel Rodrigues,24,2023-02-06,Faro,Masculino
892,Helena Almeida,59,2024-12-04,Coimbra,Feminino
893,Thiago Santos,68,2024-04-15,Lisboa,Masculino
894,Thiago Nascimento,37,2023-12-05,Porto,Masculino
895,Fernanda Nascimento,29,2023-01-17,Açores,Feminino
896,Bruno Silva,63,2023-02-28,Coimbra,Masculino
897,Eduardo Nascimento,47,2024-01-30,Madeira,Feminino
898,Otávio Pereira,20,2023-01-14,Setúbal,Feminino
899,Eduardo Costa,23,2023-08-11,Leiria,Feminino
900,Sara Nascimento,42,2023-05-19,Coimbra,Feminino
901,Katia Nascimento,53,2023-04-16,Madeira,Masculino
902,Carlos Lima,37,2023-09-16,Braga,Feminino
903,Sara Rodrigues,76,2024-12-19,Madeira,Feminino
904,Fernanda Silva,64,2023-03-25,Faro,Feminino
905,Carlos Lima,67,2024-06-08,Madeira,Feminino
906,Sara Oliveira,54,2024-01-24,Setúbal,Feminino
907,Daniela Santos,84,2023-02-14,Porto,Masculino
908,Eduardo Oliveira,22,2024-05-27,Porto,Feminino
909,Gabriel Santos,22,2023-05-15,Setúbal,Feminino
910,Rafael Ferreira,50,2024-10-30,Évora,Masculino
911,Vanessa Santos,19,2024-05-20,Leiria,Masculino
912,Otávio Silva,64,2023-05-28,Setúbal,Feminino
913,Bruno Ferreira,52,2023-06-27,Lisboa,Masculino
914,Juliana Santos,45,2023-07-07,Porto,Masculino
915,Helena Lima,67,2024-06-08,Faro,Masculino
916,Thiago Oliveira,89,2023-05-28,Setúbal,Masculino
917,Thiago Rodrigues,76,2022-12-31,Setúbal,Masculino
918,Fernanda Oliveira,88,2023-11-04,Madeira,Feminino
919,Fernanda Lima,74,2023-12-25,Évora,Feminino
920,Leonardo Almeida,73,2024-01-23,Açores,Masculino
921,Thiago Lima,45,2023-12-01,Madeira,Feminino
922,Leonardo Nascimento,75,2023-11-09,Lisboa,Masculino
923,Juliana Ferreira,20,2023-07-08,Coimbra,Feminino
924,Ana Costa,46,2024-05-14,Évora,Masculino
925,Igor Lima,83,2023-05-30,Açores,Masculino
926,Daniela Silva,76,2023-12-21,Coimbra,Masculino
927,Igor Rodrigues,49,2024-04-25,Braga,Feminino
928,Carlos Ferreira,69,2023-05-17,Faro,Masculino
929,Katia Nascimento,40,2023-08-08,Açores,Masculino
930,Vanessa Costa,22,2023-05-09,Setúbal,Masculino
931,Bruno Rodrigues,62,2023-10-02,Setúbal,Masculino
932,Helena Ferreira,19,2023-03-11,Setúbal,Masculino
933,Juliana Lima,23,2024-01-28,Madeira,Masculino
934,Katia Lima,46,2024-07-16,Lisboa,Feminino
